STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN;RS_01;RTH_01;RWH_01;RS_IND_01;eor
         20;201903010618;201903010618;    3;  0.07;  -999;  -999;-999;eor
         20;201903010619;201903010619;    3;  0.09;  -999;  -999;-999;eor
         20;201903010620;201903010620;    3;  0.11;  -999;  -999;-999;eor
         20;201903010621;201903010621;    3;  0.08;  -999;  -999;-999;eor
         20;201903010622;201903010622;    3;  0.07;  -999;  -999;-999;eor
         20;201903010623;201903010623;    3;  0.08;  -999;  -999;-999;eor
         20;201903010624;201903010624;    3;  0.05;  -999;  -999;-999;eor
         20;201903010625;201903010625;    3;  0.05;  -999;  -999;-999;eor
         20;201903010626;201903010626;    3;  0.04;  -999;  -999;-999;eor
         20;201903010627;201903010627;    3;  0.02;  -999;  -999;-999;eor
